User's manual r01uh0896ej0130-rl78g23; Version 1.00; February 20, 2024
RegisterName,RegisterBookmark,RegisterTableCaption,NumberOfAppearance,ModuleInformation,SearchKey
PR02,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(1/4)",,,
TMPR005,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
TMPR006,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
TMPR007,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
PPR06,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
PPR07,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
PPR08,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
PPR09,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
FLPR0,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
PR02L,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(1/4)",,,
PR02H,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(1/4)",,,
CMPPR00,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
PPR010,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
CMPPR01,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
PPR011,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
TMPR010,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
UREPR00,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
TMPR011,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
UREPR01,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
TMPR012,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
SREPR03,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
TMPR013H,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
CTSUWRPR0,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
IICAPR01,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
PR03,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(1/4)",,,
CTSURDPR0,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
CTSUFNPR0,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
REMCPR0,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
UTPR00,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
URPR00,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
UTPR01,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
URPR01,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
TMPR014,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
PR03L,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(1/4)",,,
PR03H,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(1/4)",,,
TMPR015,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
TMPR016,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
TMPR017,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
PR12,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(1/4)",,,
TMPR105,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
TMPR106,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
TMPR107,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
PPR16,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
PPR17,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
PPR18,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
PPR19,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
FLPR1,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
PR12L,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(1/4)",,,
PR12H,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(1/4)",,,
CMPPR10,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
PPR110,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
CMPPR11,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
PPR111,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
TMPR110,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
UREPR10,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
TMPR111,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
UREPR11,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
TMPR112,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
SREPR13,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
TMPR113H,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
CTSUWRPR1,"21.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR02H, PR03L, PR03H, PR10L, PR10H, PR11L, PR11H, PR12L, PR12H, PR13L, PR13H)","Figure21-4FormatofPrioritySpecificationFlagRegisters(PR00L,PR00H,PR01L,PR01H,PR02L,PR02H,PR03L,PR03H,PR10L,PR10H,PR11L,PR11H,PR12L,PR12H,PR13L,PR13H)(4/4)",1,,xxPR1x
